transcript_id	cds_start	cds_end	transcript_length	genomic_cds_starts	genomic_cds_ends
"""ENSDART00000009223"""	627	31856	31229	29659610,29666439,29666659,29668703,29670264,29671473,29677057,29681345,29681542,29687820,29689398	29659667,29666578,29666769,29668810,29670381,29671570,29677278,29681458,29681636,29688122,29689440
"""ENSDART00000009227"""	140	7504	7364	41914224,41920379	41914343,41920924
"""ENSDART00000009234"""	809	8204	7395	27371480,27374514,27377183	27371828,27375294,27377465
"""ENSDART00000009237"""	3150	122613	119463	30984836,30986420,30987476,30988241,30989183,30989595,30989845,30997431,30999931,31003992,31102310,31102597,31102810	30984875,30986492,30987526,30988289,30989290,30989757,30989970,30997517,31000033,31004124,31102434,31102663,31102998
"""ENSDART00000009241"""	3	8114	8111	5873285,5875744,5879761,5881029	5873431,5875825,5879897,5881031
"""ENSDART00000009256"""	303	42459	42156	52926442,52929829,52934789,52939344,52941200,52943113,52944942,52946192,52949089,52950883,52954744,52956487,52956708,52961241,52961453,52963802,52966671	52926539,52929999,52934885,52939394,52941311,52943245,52945037,52946264,52949221,52951004,52954854,52956631,52956765,52961376,52961542,52964016,52966722
"""ENSDART00000009271"""	214	23883	23669	35475202,35475434,35478534,35480535,35482348,35483524,35486355,35487978,35488210,35489388,35489859,35491925,35494447,35494578,35496676	35475363,35475543,35478637,35480716,35482434,35483591,35486467,35488066,35488339,35489528,35490013,35491992,35494498,35494643,35497017
"""ENSDART00000009277"""	69	3902	3833	35708799,35709708,35710073,35710306	35708801,35709930,35710221,35711283
"""ENSDART00000009298"""	233	21112	20879	60886336,60893295,60894616,60899638,60902581,60905973,60906260	60886338,60893453,60894901,60899788,60902764,60906116,60906277
"""ENSDART00000009315"""	99	9220	9121	7574450,7574756,7575532,7577260,7579271,7579494,7579700,7580668,7580942,7581174,7581827	7574671,7575004,7575608,7577418,7579412,7579616,7579778,7580866,7581080,7581328,7581932
"""ENSDART00000009323"""	15	8345	8330	39724153,39726791,39731658,39731916	39724201,39726941,39731791,39732034
"""ENSDART00000009326"""	326	8609	8283	30879190,30882819,30885813	30879434,30883171,30886345
"""ENSDART00000009337"""	2233	22247	20014	22658710,22661959,22663298,22665589,22665811,22667140,22671221,22674694,22674987,22675183,22677379	22658794,22662054,22663356,22665658,22665944,22667362,22671418,22674895,22675095,22675241,22677439
"""ENSDART00000009343"""	458	31430	30972	40287053,40287388,40291026,40293473,40293863,40296958,40299928,40300173,40302613,40309094,40309306,40311573,40313611,40315256,40315441,40316190	40287120,40287508,40291132,40293627,40294019,40297030,40300062,40300314,40302710,40309155,40309459,40311728,40313684,40315349,40315460,40316307
"""ENSDART00000009347"""	700	20416	19716	50105511,50106236,50108117,50108517,50108739,50111327,50113768,50113946,50115057,50118850,50121247,50122852	50105703,50106357,50108278,50108639,50108880,50111437,50113868,50114071,50115174,50119531,50121466,50122995
"""ENSDART00000009356"""	1515	18157	16642	20233153,20233332,20238707,20239169,20240249,20240403,20240612,20241838,20241989,20242927,20244336,20245458,20248248	20233252,20233433,20238834,20239288,20240299,20240456,20240720,20241897,20242119,20243019,20244437,20245654,20248404
"""ENSDART00000009360"""	269	12840	12571	16418957,16422131,16422965,16424526,16426220,16427766,16427955,16428839,16429021,16430564	16418968,16422241,16423063,16424624,16426318,16427864,16428053,16428934,16429119,16430644
"""ENSDART00000009363"""	2820	15040	12220	14566905,14569516,14570805,14571365,14577659	14567124,14569659,14571268,14571614,14577855
"""ENSDART00000009367"""	336	44397	44061	17649267,17649869,17650019,17650693,17650874,17652335,17654335,17654575,17654720,17657648,17657812,17657996,17660874,17662975,17663227,17663487,17663719,17663848,17665105,17670159,17670868,17671831,17672709,17672855,17674834,17675024,17675952,17676097,17677545,17680341,17682500,17690673	17649351,17649924,17650089,17650779,17650942,17652506,17654438,17654633,17654843,17657708,17657891,17658080,17660915,17663144,17663386,17663520,17663757,17663894,17665163,17670237,17670975,17671912,17672771,17672986,17674906,17675066,17675999,17676152,17677609,17680431,17682557,17690765
"""ENSDART00000009382"""	357	25132	24775	13896755,13897542,13900895,13901211,13901494,13903406,13907752,13908213,13908406,13908568,13914597,13914762,13916069,13920090	13896836,13897630,13901008,13901336,13901618,13903490,13907859,13908290,13908486,13908728,13914636,13914863,13916236,13920137
"""ENSDART00000009385"""	402	6240	5838	30754068,30754434,30754830,30756252,30756546,30757171,30757437,30758838	30754098,30754675,30754934,30756330,30756603,30757326,30757530,30758993
"""ENSDART00000009386"""	13	14575	14562	38265376,38265591,38265806,38265971,38266925,38267136,38267367,38268024,38268965,38269158,38271330,38271783,38272144,38272685,38273623,38275468,38276604,38276785,38277008	38265445,38265725,38265891,38266134,38267022,38267185,38267612,38268174,38269044,38269362,38271680,38271961,38272271,38272991,38273905,38275602,38276698,38276921,38277032
"""ENSDART00000009389"""	0	4789	4789	64616,64872,65601,68839	64776,65062,65733,68881
"""ENSDART00000009393"""	127	19730	19603	23221174,23222628,23223201,23223421,23224092,23224508,23224795,23225132,23225642,23225885,23226067,23226209,23226348,23226481,23226783,23226915,23227415,23227608,23228331,23228519,23228774,23228979,23229127,23229324,23230313,23230504,23230657,23230961,23231126,23231319,23231454,23231709,23231922,23232137,23232276,23232417,23232676,23232822,23232967,23233585,23233835,23234051,23234225,23234422,23234577,23234785,23234951,23235141,23235531,23235815,23236344	23221255,23222819,23223223,23223456,23224184,23224576,23224839,23225185,23225695,23225938,23226120,23226262,23226392,23226534,23226827,23226968,23227513,23227652,23228429,23228572,23228881,23229032,23229225,23229377,23230411,23230557,23230710,23231014,23231179,23231363,23231552,23231816,23232029,23232190,23232329,23232524,23232729,23232875,23233128,23233692,23233942,23234104,23234332,23234475,23234684,23234838,23235058,23235420,23235721,23236057,23236487
"""ENSDART00000009411"""	316	3234	2918	40284914,40285235,40287079,40287357	40285007,40285357,40287245,40287404
"""ENSDART00000009464"""	634	32684	32050	16123724,16123856,16126235,16137577,16144800,16145021,16150213,16150432,16151120,16153964,16154545	16123768,16124005,16126325,16137712,16144850,16145194,16150342,16150519,16151233,16154065,16154624
"""ENSDART00000009473"""	19	4701	4682	11083165,11083441,11083601,11083768,11084007,11086413,11086619,11086872	11083219,11083483,11083640,11083895,11084098,11086534,11086774,11087045
"""ENSDART00000009477"""	1098	15846	14748	25329760,25330581,25333706,25333952,25334118,25336053,25336260,25336428,25338324,25338545,25338686,25339324,25339562,25340937,25342826	25329828,25330700,25333870,25334023,25334233,25336140,25336326,25336606,25338461,25338606,25338866,25339473,25339641,25341027,25342885
"""ENSDART00000009484"""	1334	20510	19176	41820622,41822824,41824645,41824835,41825749,41825971,41827182,41828478,41828723,41831410,41832301,41833272,41835860,41838083	41820691,41822896,41824747,41824968,41825896,41826067,41827264,41828637,41828833,41831513,41832474,41833406,41835923,41838219
"""ENSDART00000009499"""	710	37954	37244	12994561,12997791,12998241,12999583,13001490,13001883,13004356,13004564,13006192,13006491,13008408,13008694,13008898,13011723,13011949,13016567,13016827,13018578,13018831,13019010,13019998,13026392,13026717	12994853,12997986,12998347,12999724,13001606,13002152,13004459,13004766,13006348,13006670,13008608,13008817,13008990,13011835,13012045,13016676,13016886,13018749,13018899,13019474,13020158,13026611,13027445
"""ENSDART00000009500"""	166	24937	24771	34549531,34549756,34558729,34562213,34568786,34573780	34549555,34549817,34558795,34562254,34568948,34573864
"""ENSDART00000009507"""	327	41093	40766	61362142,61375884,61380054,61389633,61392655,61395958,61397107,61401653,61401868	61362254,61375954,61380247,61389765,61392778,61396068,61397189,61401747,61401930
"""ENSDART00000009528"""	69	31076	31007	42812334,42814711,42818362,42818689,42819588,42819873,42825291,42829126,42829345,42831689,42832367,42839421,42841885	42812488,42814818,42818458,42818736,42819751,42819935,42825399,42829243,42829419,42831809,42832459,42839553,42841977
"""ENSDART00000009545"""	15987	32605	16618	25468079,25468361,25468660,25472941,25478200,25479034,25482134,25482343,25482562	25468279,25468572,25469092,25473411,25478333,25479160,25482259,25482477,25482714
"""ENSDART00000009549"""	1859	40544	38685	14016672,14026854,14027528,14027697,14028334,14028564,14031898,14034678,14039698,14053882	14016743,14026927,14027601,14027818,14028471,14028730,14032045,14034828,14039881,14054059
"""ENSDART00000009564"""	523	6947	6424	2182626,2183754,2184250,2186633,2187909	2182916,2183842,2184307,2186841,2188158
"""ENSDART00000009569"""	3907	113714	109807	37284439,37292922,37293246,37294805,37295359,37297518,37297711,37300461,37303240,37303538,37303814,37305408,37306040,37311553,37311759,37312188,37312905,37313399,37316091,37317192,37320771,37321717,37324615,37327784,37328012,37390867	37284527,37293055,37293260,37294992,37295484,37297625,37297842,37300630,37303435,37303706,37303918,37305527,37306138,37311671,37311933,37312245,37313003,37313566,37316302,37317439,37320901,37321771,37324761,37327915,37328112,37390921
"""ENSDART00000009590"""	0	1286	1286	6084771,6085317	6084819,6085663
"""ENSDART00000009591"""	41	1280	1239	22359960,22360058,22360405	22359974,22360300,22360674
"""ENSDART00000009609"""	1416	3389	1973	26482716,26482855,26483875,26484061	26482775,26482986,26483979,26484228
"""ENSDART00000009642"""	125	5248	5123	48870621,48870999,48871837,48874936	48870680,48871131,48872012,48875157
"""ENSDART00000009649"""	3401	21896	18495	52933365,52933454,52935376,52935579,52936984,52937250,52937463,52937645,52942067,52942244,52944112,52944414,52944595,52945730,52945872,52946076,52949709	52933374,52933593,52935492,52935713,52937161,52937394,52937570,52937750,52942117,52942621,52944313,52944493,52944651,52945783,52945994,52946204,52949786
"""ENSDART00000009653"""	0	2956	2956	74554605	74556083
"""ENSDART00000009682"""	1488	7809	6321	25330520,25332336,25332603,25332894,25335002,25335236,25336065	25330594,25332515,25332728,25333057,25335147,25335272,25336092
"""ENSDART00000009687"""	920	5092	4172	7742441,7742750,7745641,7745916	7742539,7742896,7745766,7746080
"""ENSDART00000009689"""	73	28118	28045	7072927,7073960,7097318,7098904,7099419,7099643,7099901	7072981,7074220,7097593,7099197,7099517,7099666,7099935
"""ENSDART00000009691"""	0	24929	24929	32552912,32554596,32557331,32567810,32569143,32571768,32574111,32576578	32552918,32554717,32557457,32568010,32569343,32571989,32574256,32576700
"""ENSDART00000009695"""	6434	78689	72255	19076903,19080354,19083534,19085862,19088228,19093824,19094181,19094603,19095924,19096324,19097972,19099914,19101904,19105944,19146704	19077523,19080431,19083661,19085969,19088444,19093924,19094307,19094730,19096072,19096429,19098122,19100071,19102053,19106093,19146752
"""ENSDART00000009698"""	297	28182	27885	34795126,34795776,34804706,34805171,34805481,34806702,34806871,34807274,34809374,34809875,34811066,34811385,34813190,34814962,34820660	34795257,34795904,34804819,34805285,34805576,34806756,34806981,34807406,34809416,34810176,34811302,34811583,34813388,34815145,34820818
"""ENSDART00000009740"""	2641	34336	31695	3422100,3445126,3451266,3452230	3422635,3445197,3451319,3452683
"""ENSDART00000009756"""	0	5407	5407	697024,700203,701007	697512,700949,701102
"""ENSDART00000009767"""	483	23012	22529	17590578,17593570,17593820,17595317,17595454,17596753,17596963,17597889,17598432,17603603,17603854,17604082,17604217,17605405,17606167,17606513,17608327,17608481,17610657	17590681,17593720,17593987,17595379,17595561,17596862,17597084,17598026,17598575,17603666,17603998,17604147,17604331,17605537,17606341,17606631,17608406,17608631,17610813
"""ENSDART00000009768"""	2818	332037	329219	22758283,22765165,22768044,22770068,22773463,22776240,22776749,22781426,22783683,22786315,22790342,22802491,22822260,22831718,22836653,22842306,22859096,22865941,22873251,22878557,22981693,23082703	22758977,22765303,22768187,22770284,22773745,22776425,22777012,22781618,22783795,22786356,22790510,22802522,22822877,22831900,22836774,22842363,22859175,22866145,22873466,22878676,22981809,23083015
"""ENSDART00000009775"""	135	5941	5806	47301221,47304314,47304905,47305352,47305959	47301313,47304476,47304992,47305445,47306276
"""ENSDART00000009777"""	2020	123122	121102	38418126,38426281,38428156,38440538,38445704,38466550,38486294,38492829,38537817	38418398,38426430,38428370,38440675,38445786,38466773,38486361,38492956,38537887
"""ENSDART00000009788"""	1683	13461	11778	3525041,3526433,3527598,3528213,3530351,3530721,3530925,3532508,3532780,3533314,3533476,3535314	3525099,3526624,3527760,3528450,3530528,3530835,3531027,3532600,3532915,3533385,3533530,3535370
"""ENSDART00000009790"""	1030	5877	4847	46406617,46409198	46406627,46410326
"""ENSDART00000009794"""	612	20132	19520	33562033,33566843,33566977,33567921,33568151,33569916,33570180,33572753,33573139,33574625,33576010,33579014,33579783	33562085,33566897,33567090,33568072,33568215,33570091,33570346,33573041,33573278,33574817,33576101,33579171,33579847
"""ENSDART00000009796"""	981	69146	68165	23551871,23571350,23571865,23610836,23611467,23612551,23613661,23613861,23617323,23617541,23618813	23551921,23571547,23571918,23610884,23611532,23612621,23613717,23614097,23617442,23617640,23618928
"""ENSDART00000009826"""	1850	73365	71515	29076309,29088732,29091665,29096864,29107164,29110987,29120799,29136005,29146226	29076690,29088951,29091779,29097042,29107220,29111194,29120933,29136208,29146279
"""ENSDART00000009827"""	453	3225	2772	20927126,20928084	20927486,20928811
"""ENSDART00000009838"""	493	36450	35957	41362883,41366247,41368339,41368563,41370641,41370802,41371084,41373214,41376836,41379867,41380243,41397332	41362988,41366326,41368467,41368648,41370696,41370917,41371177,41373303,41376910,41380149,41380312,41397499
"""ENSDART00000009858"""	2448	13490	11042	44571730,44575379,44575599,44576177,44578074,44579738,44580420,44581671	44571906,44575508,44575664,44576283,44578150,44579851,44580480,44581859
"""ENSDART00000009859"""	296	29300	29004	7383473,7383632,7385173,7385541,7388659,7388992,7392600,7392879,7393164,7395280,7395919,7404582,7404813,7405063,7409128,7410243	7383532,7383800,7385264,7385607,7388879,7389195,7392776,7393078,7393280,7395463,7396086,7404652,7404959,7405212,7409259,7410288
"""ENSDART00000009886"""	1776	62273	60497	10826429,10828539,10834722,10841131,10847614,10849883,10853278,10858747,10859000,10861197,10863607,10866163,10873156,10875544,10877980,10885141	10826448,10828631,10834836,10841374,10847772,10849948,10853343,10858883,10859111,10861363,10863764,10866248,10873357,10875618,10878041,10885160
"""ENSDART00000009888"""	812	36417	35605	73718393,73720447,73721983,73722179,73723080,73723203,73723699,73724788,73725358,73725576,73728851,73752412	73718695,73720521,73722083,73722233,73723125,73723333,73723772,73724899,73725458,73725669,73728883,73752648
"""ENSDART00000009889"""	637	4967	4330	26486486,26486620,26487025,26487236,26487464,26489097,26489938	26486509,26486719,26487140,26487383,26487657,26489212,26490031
"""ENSDART00000009892"""	4	122805	122801	34717518,34719763,34722515,34730215,34733312,34733634,34739429,34740209,34742666,34760062,34764655,34765384,34767634,34768019,34770381,34778009,34785412,34805031,34829882,34833287,34833555,34837311	34717775,34719906,34722643,34730342,34733411,34733741,34739545,34740341,34742816,34760139,34764718,34765629,34767825,34768084,34770482,34778179,34785546,34805191,34830067,34833425,34833619,34837389
"""ENSDART00000009909"""	62	15372	15310	7698924,7700861,7708415,7712892	7699130,7701631,7708537,7713014
"""ENSDART00000009912"""	648	7840	7192	22747154,22747416,22748051,22748251,22750001,22750765,22750971,22753371	22747279,22747515,22748118,22748326,22750125,22750892,22751079,22753496
"""ENSDART00000009920"""	675	81585	80910	21894432,21894546,21897942,21899613,21899956,21902809,21902969,21904582,21906817,21907289,21908357,21911775,21912172,21914143,21915314,21916224,21917700,21918868,21919870,21920440,21923333,21926845,21930021,21931065,21931593,21933322,21936791,21938275,21939051,21951703,21960424,21963259,21969829	21894451,21894648,21898050,21899858,21900142,21902864,21903025,21904991,21906906,21907396,21908382,21911825,21912235,21914318,21915475,21916338,21917924,21919495,21920009,21920560,21923362,21927564,21930176,21931346,21931889,21933562,21936986,21938388,21939081,21951809,21960493,21963329,21969897
"""ENSDART00000009938"""	4598	43257	38659	52521304,52522040,52523452,52524314,52531077,52533596,52540906,52545420,52547306,52547565,52551502,52558317	52521443,52522290,52523617,52524431,52531268,52533669,52541047,52545490,52547450,52547704,52551601,52558376
"""ENSDART00000009952"""	2975	12908	9933	25683827,25687055,25687256,25688253,25692981	25683983,25687154,25687359,25688384,25693126
"""ENSDART00000009971"""	819	29999	29180	6451857,6479136	6453258,6479386
"""ENSDART00000010019"""	819	13091	12272	33340141,33344373,33347204,33347626,33347926,33348051,33348264,33349226,33349986,33350909	33340287,33344694,33347361,33347817,33347969,33348161,33348362,33349332,33350092,33351022
"""ENSDART00000010022"""	700	24228	23528	33592326,33596500,33596716,33596872,33597349,33598667,33598838,33598993,33599380,33600621,33601280,33602667,33602947,33603106,33605769,33609451,33609632,33609881,33610205,33613047,33613634	33592523,33596589,33596792,33596931,33597453,33598736,33598898,33599064,33599457,33600730,33601369,33602868,33603028,33603207,33605912,33609537,33609736,33609944,33610315,33613114,33613766
"""ENSDART00000010028"""	683	7350	6667	34122501,34123285,34123551,34124428,34124798,34124984,34125490,34126813,34127049,34127303	34122907,34123432,34123837,34124674,34124881,34125165,34125633,34126956,34127165,34127360
"""ENSDART00000010035"""	813	10489	9676	40560954,40561228,40562640,40565426,40565627,40566987,40569859	40561056,40561372,40562765,40565530,40565680,40567096,40569926
"""ENSDART00000010041"""	83	7658	7575	26138396,26139245,26139432,26140410,26142550,26145329	26138487,26139294,26139537,26140536,26142665,26145407
"""ENSDART00000010046"""	129	44407	44278	38349796,38354745,38363809,38372323,38372804,38373612,38375063,38377067,38379367,38380087,38381937,38382875,38385412,38387718,38391795	38349864,38354860,38363937,38372398,38372881,38373736,38375229,38377254,38379523,38380206,38382131,38382951,38385558,38387876,38392040
"""ENSDART00000010048"""	1566	15317	13751	20390187,20390688,20392809,20393009,20393221,20393630,20396412,20398931,20399080,20402390,20402676	20390294,20390733,20392870,20393073,20393434,20393754,20396463,20399008,20399226,20402600,20402758
"""ENSDART00000010052"""	120	3843	3723	30572292,30572758,30572966,30573143,30575168,30575322	30572432,30572788,30573054,30573239,30575243,30575454
"""ENSDART00000010068"""	339	7810	7471	15198196,15199544,15199827,15201264,15201684,15201913,15204567	15198305,15199724,15199921,15201390,15201781,15202041,15204750
"""ENSDART00000010081"""	804	15127	14323	50215623,50218371,50222581,50223126,50225980,50229137	50215790,50218529,50222643,50223284,50226138,50229190
"""ENSDART00000010092"""	446	27343	26897	313230,316019,317591,318597,319252,320860,321180,323452,323837,326015,330094,333111,333253,337908,338138	313378,316226,317733,318765,319416,321049,321298,323573,323962,326134,330216,333173,333277,338068,338198
"""ENSDART00000010101"""	728	72099	71371	18828042,18828283,18830747,18830931,18831495,18833912,18843910,18850845,18859847,18862460,18867020,18868776,18868959,18876849,18885280,18890968,18894816,18897280	18828176,18828485,18830805,18831000,18831620,18834025,18844032,18850909,18859971,18862540,18867170,18868857,18869073,18876946,18885393,18891088,18894919,18897412
"""ENSDART00000010104"""	12	9471	9459	42609144,42611810,42612282,42612541,42614690,42615158,42617375	42609602,42611959,42612453,42612669,42614835,42615241,42617422
"""ENSDART00000010119"""	490	23013	22523	15851428,15853901,15854216,15860990,15861263,15862241,15872426	15851552,15854135,15854472,15861140,15861559,15862420,15872569
"""ENSDART00000010124"""	3745	28557	24812	24212356,24213284,24214306,24214619,24215008,24215436,24217956,24219018,24226045,24227096,24235439	24212510,24213461,24214455,24214715,24215111,24215559,24218109,24219143,24226196,24227300,24235586
"""ENSDART00000010126"""	116	9095	8979	21122952,21126187,21128355,21130506	21123222,21126354,21129053,21130651
"""ENSDART00000010129"""	19	3447	3428	14688662,14690766	14688816,14691351
"""ENSDART00000010140"""	339	43459	43120	20201593,20202697,20211443,20219991,20220148,20222550,20226162,20226399,20230891,20231124,20237508,20237777,20237939,20239842,20242887	20201767,20202757,20211491,20220042,20220211,20222828,20226296,20226521,20231026,20231258,20237627,20237851,20238070,20239955,20242982
"""ENSDART00000010144"""	237	1779	1542	17710662,17711320,17711584,17711821	17710684,17711429,17711716,17711881
"""ENSDART00000010148"""	663	6020	5357	17377640,17378663,17379525,17380773,17381834	17377856,17378886,17379716,17380956,17382009
"""ENSDART00000010177"""	238	6392	6154	38755261,38759745	38756353,38760034
"""ENSDART00000010189"""	1274	169525	168251	20882736,20891806,20894426,20894667,20895033,20897883,20898511,20898676,20900633,20900904,20901241,20909574,20910960,20914291,20914622,20917276,20919121,20921388,20922928,21024178,21046700	20883234,20891940,20894555,20894829,20895140,20898112,20898581,20898778,20900798,20901046,20901518,20909778,20911127,20914526,20914748,20917484,20919265,20921524,20923231,21024741,21046793
"""ENSDART00000010199"""	299	11915	11616	26082733,26088282,26088441,26091770,26091981,26093726	26082888,26088357,26088521,26091872,26092080,26093782
"""ENSDART00000010211"""	92	5584	5492	41465863,41466968,41470426,41470913	41465869,41467125,41470599,41470966
"""ENSDART00000010236"""	3	8802	8799	52214898,52215542,52217516,52220201,52220829,52220983,52222784	52215107,52215688,52217632,52220338,52220895,52221104,52222843
"""ENSDART00000010246"""	290	9384	9094	9970277,9972968,9973461,9973731,9976944	9970553,9973187,9973548,9973862,9977801
"""ENSDART00000010248"""	3	54458	54455	711078,713337,713594,715602,716659,717783,720486,721266,740812,763940	711446,713484,713669,715658,716751,717900,720584,721487,741025,764043
"""ENSDART00000010256"""	93	13776	13683	45645450,45647836,45649588,45649819,45650952,45651490,45651653,45651838,45655953,45657403,45657899	45645491,45647968,45649726,45649942,45651046,45651573,45651752,45651919,45656096,45657463,45658019
"""ENSDART00000010257"""	550	26346	25796	8663658,8666126,8669186,8669319,8669557,8669726,8671830,8672007,8674033,8677411,8678487,8680909,8681125,8684662,8687586	8663873,8666242,8669239,8669453,8669655,8669812,8671902,8672125,8674145,8677531,8678623,8681044,8681234,8684830,8687684
"""ENSDART00000010258"""	1124	86807	85683	14833669,14846742,14846883,14849495,14851580,14853183,14853322,14853812,14858588,14861687,14861930,14866442,14867021,14910527,14918195	14833835,14846793,14846918,14849542,14851631,14853248,14853425,14853868,14858674,14861747,14861992,14866562,14867126,14910559,14918254
"""ENSDART00000010261"""	171	5557	5386	1125356,1126498,1126793,1126988,1128450,1129126,1129787	1125420,1126568,1126910,1127048,1128533,1129275,1129993
"""ENSDART00000010270"""	75	13125	13050	18103155,18104956,18107040,18107350,18110001,18110224,18113220,18114085,18114235,18114456	18103384,18105154,18107270,18107503,18110131,18110397,18113367,18114155,18114352,18114607
"""ENSDART00000010271"""	148	23596	23448	51730806,51734509,51737188,51738934,51739258,51740728,51742521,51743884,51745849,51753262	51730912,51734575,51737241,51738988,51739321,51740831,51742643,51744006,51745966,51753355
"""ENSDART00000010274"""	2349	32123	29774	36901223,36905628,36905875,36907032,36909787,36910809,36911082,36913307,36913566,36914665,36915233,36929057	36901305,36905796,36906082,36907174,36909928,36910965,36911157,36913351,36913634,36914844,36915391,36929317
"""ENSDART00000010282"""	393	8421	8028	21633606,21639033,21639509,21640519	21633842,21639156,21639689,21640807
"""ENSDART00000010286"""	1004	17431	16427	15763283,15771041,15775993,15778065	15763805,15771264,15776421,15778301
"""ENSDART00000010293"""	1363	8395	7032	27372757,27374909,27375266,27378056	27372942,27375056,27375539,27378620
"""ENSDART00000010294"""	0	52083	52083	33732487,33752218,33755894,33759320,33765544,33772160,33774500,33775637,33776022,33781306,33782548	33732496,33752355,33756135,33759409,33765725,33772410,33774600,33775838,33776090,33781496,33782826
"""ENSDART00000010311"""	55	7625	7570	23740664,23742364,23742582,23742741,23742939,23744889,23745128,23745371,23746561,23747105	23740729,23742472,23742667,23742795,23743018,23745010,23745214,23745586,23746729,23747179
"""ENSDART00000010322"""	105	1375	1270	56830986	56831621
"""ENSDART00000010323"""	7059	27913	20854	26716330,26721833,26729443,26729850,26733121,26733593,26735522,26736350	26716392,26721905,26729567,26729924,26733219,26733766,26735605,26736424
"""ENSDART00000010325"""	318	4002	3684	28273226,28274078,28275085,28275371	28273987,28274212,28275217,28275627
"""ENSDART00000010329"""	147	3322	3175	34151832,34152737,34153963,34154502	34151971,34152809,34154139,34154561
"""ENSDART00000010350"""	0	16565	16565	5132439,5133178,5133389,5135864,5140063,5140548,5140774,5142160,5142433,5144757,5145030,5147388	5132487,5133262,5133472,5136057,5140252,5140645,5140954,5142253,5142562,5144946,5145163,5147487
"""ENSDART00000010362"""	49	17870	17821	40860065,40869412,40872955,40876218	40860324,40869637,40873279,40876648
"""ENSDART00000010373"""	82	9372	9290	5324735,5324961,5328253,5328409,5328623,5330528,5331018,5332366	5324858,5325103,5328327,5328534,5328784,5330684,5331100,5332764
"""ENSDART00000010378"""	3	171091	171088	3699400,3705786,3706309,3749702,3749816,3755641,3759291,3760717,3769681,3770567,3776051,3776319,3795517,3797169,3799532,3802437,3807429,3810510,3812237,3812446,3815187,3816506,3816911,3817167,3817592,3825024,3834621,3852465,3856977,3861405,3861644,3864641,3865395,3866493,3866706	3699532,3705832,3706412,3749794,3749854,3755721,3759453,3760828,3769886,3770644,3776071,3776398,3795646,3797257,3799685,3802584,3807639,3810636,3812351,3812544,3815389,3816589,3817015,3817283,3817676,3825179,3834686,3852610,3857053,3861504,3861748,3864775,3865415,3866676,3866707
"""ENSDART00000010395"""	40	18880	18840	58167343,58170302,58171744,58171975,58172125,58174174,58174376,58174562,58175742,58177965,58179676,58180291,58180545,58184737	58167378,58170403,58171893,58172039,58172181,58174298,58174473,58174619,58175837,58178164,58179756,58180367,58180698,58184817
"""ENSDART00000010420"""	173	18774	18601	42522116,42523019,42525013,42526184,42531636,42531842,42532223,42534381,42537501,42537637,42539501	42522163,42523083,42525088,42526309,42531760,42532058,42532315,42534555,42537562,42537677,42539600
"""ENSDART00000010449"""	231	19917	19686	50997387,51000149,51002806,51007598,51010348,51012602,51013055,51014938,51015263,51015458	50997402,51000276,51002913,51007783,51010481,51012899,51013252,51015180,51015367,51015562
"""ENSDART00000010452"""	13446	33218	19772	17441704,17443918,17446274,17446460,17447609,17449091,17449366,17451821,17452364,17457820,17459984,17460170	17442074,17444017,17446347,17446530,17447813,17449131,17449444,17451898,17452393,17457900,17460078,17460216
"""ENSDART00000010477"""	1122	4978	3856	26124858	26126786
"""ENSDART00000010488"""	46	8257	8211	20575305,20578385,20578647,20579498,20580628,20581560	20576444,20578545,20578754,20579683,20580777,20581668
"""ENSDART00000010494"""	51	32633	32582	30579018,30579638,30580859,30582720,30582982,30584689,30585391,30588649,30589055,30589240,30589392,30596508,30600157,30603097,30603320,30605667,30605832,30605953,30610015	30579101,30579691,30580913,30582808,30583119,30584721,30585447,30588719,30589116,30589301,30589472,30596725,30600225,30603186,30603438,30605723,30605865,30606040,30610086
"""ENSDART00000010495"""	513	62389	61876	13406582,13444330,13462762,13467763	13406969,13444425,13462867,13467817
"""ENSDART00000010496"""	309	6734	6425	15605881,15606148,15609588,15611021,15611313	15606029,15606334,15609757,15611195,15611471
"""ENSDART00000010507"""	220	1904	1684	14887048	14887890
"""ENSDART00000010512"""	279	4198	3919	30967721,30967952,30970758,30971072	30967829,30968090,30970920,30971152
"""ENSDART00000010517"""	30	10222	10192	12671543,12672484,12673009,12673197,12675865,12676085,12680983	12671560,12672587,12673104,12673260,12675978,12676224,12681094
"""ENSDART00000010537"""	39	28979	28940	38173999,38176499,38178639,38180901,38183551,38183881,38185597,38186369,38188360,38191018,38191385,38191630,38192397,38194061,38194306,38194510,38195149,38196192,38197775,38199661	38174156,38176743,38178851,38181074,38183805,38184046,38185736,38186509,38188404,38191232,38191535,38191842,38192604,38194200,38194434,38194616,38195368,38196331,38197937,38199698
"""ENSDART00000010543"""	567	16227	15660	53866244,53868167,53868933,53871292,53871987,53873055,53875413,53875933,53879298,53879689,53880494	53866354,53868367,53868985,53871440,53872114,53873295,53875530,53876020,53879492,53879820,53880496
"""ENSDART00000010550"""	3063	4819	1756	14813949	14814827
"""ENSDART00000010564"""	306	5657	5351	20896928,20897966,20898140,20899328,20899695,20900948,20901176	20897162,20898012,20898352,20899482,20899907,20901085,20901230
"""ENSDART00000010569"""	103	8934	8831	3301252,3303937,3304125,3308264,3308462,3308733	3301469,3304043,3304215,3308382,3308603,3309072
