transcript_id	cds_start	cds_end	transcript_length
ENST00000368196.7	5975	6043	20704
ENST00000368198.7	0	164	9504
ENST00000368199.8	0	164	9527
ENST00000368206.5	711	896	8911
ENST00000368207.7	38900	39038	550128
ENST00000368209.9	0	3	8651
ENST00000368210.7	13012	13147	550128
ENST00000368211.8	1121	1303	1303
ENST00000368213.9	26671	26758	550128
ENST00000368215.7	214202	214495	550128
ENST00000368216.9	7527	7645	7645
ENST00000368218.8	0	110	7536
ENST00000368219.2	796	996	4300
ENST00000368220.1	0	177	4571
ENST00000368221.1	0	47	5417
ENST00000368222.8	0	47	5417
ENST00000368223.4	7157	7939	7939
ENST00000368226.9	269805	269920	550128
ENST00000368232.9	3048	3134	4059
ENST00000368233.3	0	181	1821
ENST00000368234.7	2077	2248	2248
ENST00000368235.8	1603	1750	2276
ENST00000368236.8	5104	5182	5182
ENST00000368248.5	0	28	190944
ENST00000368250.5	190854	190944	190944
ENST00000368251.1	0	33	7221
ENST00000368252.5	4822	4950	7221
ENST00000368253.6	7010	7221	7221
ENST00000368254.6	0	33	7221
ENST00000368255.7	7010	7221	7221
ENST00000368258.7	130	180	3446
ENST00000368259.6	24345	24441	28982
ENST00000368262.7	1044	1074	1074
ENST00000368270.2	0	271	2097
ENST00000368272.5	0	63	927
ENST00000368273.8	26532	26582	26582
ENST00000368276.8	29746	29815	30064
ENST00000368277.3	19304	19409	26582
ENST00000368279.7	0	160	26568
ENST00000368282.1	18247	18427	22415
ENST00000368284.5	16254	16434	20422
ENST00000368285.8	3491	3553	22415
ENST00000368289.6	0	71	16203
ENST00000368291.6	15984	16203	16203
ENST00000368292.10	14835	15054	15054
ENST00000368295.8	0	7	16139
ENST00000368297.5	10851	10958	10958
ENST00000368299.7	22194	22313	24184
ENST00000368300.9	22002	22109	24184
ENST00000368301.6	19484	19609	22842
ENST00000368302.3	373	535	3516
ENST00000368304.9	373	535	3478
ENST00000368305.9	3425	3478	3478
ENST00000368309.4	4891	5006	16720
ENST00000368314.6	0	1	7351
ENST00000368317.3	29455	29646	78313
ENST00000368318.5	0	1121	1121
ENST00000368319.3	0	139	12985
ENST00000368320.7	0	138	18547
ENST00000368321.8	9503	9563	20249
ENST00000368322.7	10059	10115	10494
ENST00000368323.8	10059	10115	10370
ENST00000368324.5	20738	20861	21743
ENST00000368325.5	8192	8215	8215
ENST00000368326.5	0	125	8192
ENST00000368328.5	0	125	8215
ENST00000368330.6	8967	9117	20776
ENST00000368331.6	7304	7447	103193
ENST00000368332.7	12906	13062	52282
ENST00000368336.10	11737	11838	28459
ENST00000368339.9	10660	10804	28804
ENST00000368340.9	19749	19852	28804
ENST00000368341.8	3810	4021	4021
ENST00000368346.7	140223	144786	183856
ENST00000368347.8	3732	3857	6150
ENST00000368349.8	5508	5673	5673
ENST00000368352.10	0	1356	8794
ENST00000368354.7	6376	6501	8794
ENST00000368356.9	10619	10816	10816
ENST00000368357.7	65735	65848	113413
ENST00000368358.4	0	277	10869
ENST00000368361.9	7587	7756	7756
ENST00000368364.4	0	82	10022
ENST00000368365.5	2609	2690	7943
ENST00000368368.7	6074	6193	7092
ENST00000368373.8	3136	3308	6114
ENST00000368376.8	4432	4586	4890
ENST00000368378.7	1197	1369	12032
ENST00000368382.5	3100	3221	8795
ENST00000368383.7	4525	4646	8228
ENST00000368385.8	4035	4288	6532
ENST00000368388.6	108882	108888	108888
ENST00000368389.6	1087	1236	6705
ENST00000368390.7	1870	1925	6705
ENST00000368392.7	1870	1925	6705
ENST00000368393.7	5530	5587	5587
ENST00000368396.8	6045	6172	6705
ENST00000368398.7	1087	1236	6705
ENST00000368399.1	0	365	365
ENST00000368400.5	0	275	275
ENST00000368401.6	0	38	2325
ENST00000368402.9	94330	94431	108888
ENST00000368404.9	2268	2366	2366
ENST00000368405.7	0	79	2073
ENST00000368406.2	0	91	6086
ENST00000368407.8	5977	6086	6086
ENST00000368408.4	7471	7598	7598
ENST00000368409.8	0	112	5162
ENST00000368412.7	10858	10966	10966
ENST00000368413.5	8818	8956	11112
ENST00000368414.6	0	168	6244
ENST00000368416.5	853985	854275	854275
ENST00000368417.6	551066	551146	1019025
ENST00000368419.2	12088	12183	15079
ENST00000368424.4	13027	13224	15154
ENST00000368426.3	1559	2021	2021
ENST00000368427.3	0	182	182
ENST00000368428.1	2361	2434	2682
ENST00000368431.7	0	881	881
ENST00000368432.5	6173	6271	8801
ENST00000368433.5	0	371	6566
ENST00000368436.1	3241	3382	3382
ENST00000368438.1	0	125	52724
ENST00000368439.5	0	10	3872
ENST00000368440.5	0	111	20058
ENST00000368444.8	3922	3969	3969
ENST00000368445.9	1737	1975	6720
ENST00000368446.1	0	195	7424
ENST00000368448.5	7333	7397	7397
ENST00000368449.8	0	125	4751
ENST00000368450.5	4689	4808	6390
ENST00000368452.7	7333	7397	7397
ENST00000368453.8	2356	2425	6390
ENST00000368455.9	0	92	32479
ENST00000368456.1	2195	2236	2236
ENST00000368457.3	2692	2794	2794
ENST00000368460.7	733	756	6472
ENST00000368463.8	2955	2978	8694
ENST00000368465.5	545	1776	6858
ENST00000368467.4	0	133	11553
ENST00000368468.4	9842	10061	169243
ENST00000368471.8	1372	1554	16947
ENST00000368472.6	663	757	14419
ENST00000368474.9	11996	12186	23197
ENST00000368475.8	51203	51325	64506
ENST00000368476.4	0	63	7884
ENST00000368480.3	14419	14575	40650
ENST00000368482.8	35120	35162	40803
ENST00000368485.8	42495	42541	59747
ENST00000368487.7	4476	4555	9529
ENST00000368488.9	0	160	187373
ENST00000368489.6	16001	16112	20973
ENST00000368491.8	14988	15105	185861
ENST00000368494.4	0	414	31341
ENST00000368498.7	3597	3777	39031
ENST00000368504.6	2158	2235	10137
ENST00000368507.8	22525	22622	137161
ENST00000368508.7	31373	31535	137161
ENST00000368516.1	139	305	8088
ENST00000368517.7	4584	4658	5825
ENST00000368518.5	0	59	8088
ENST00000368519.5	12886	12951	12951
ENST00000368521.10	7001	7118	12951
ENST00000368525.4	6845	6877	6877
ENST00000368530.7	23962	24078	24078
ENST00000368531.6	24016	24147	24147
ENST00000368533.8	13007	13069	25477
ENST00000368547.4	7033	7160	10462
ENST00000368549.7	36675	36868	36868
ENST00000368551.1	0	63	1832
ENST00000368552.7	236	309	2505
ENST00000368553.5	19406	19532	64015
ENST00000368554.8	0	53	43027
ENST00000368555.3	1178	1312	1312
ENST00000368557.6	12547	12655	12976
ENST00000368558.1	2586	2720	2720
ENST00000368559.8	0	97	162206
ENST00000368564.7	34884	34983	50985
ENST00000368571.3	35195	35353	42234
ENST00000368573.5	0	47	15047
ENST00000368575.5	2619	2679	4134
ENST00000368576.8	0	44	31357
ENST00000368580.4	0	685	15814
ENST00000368581.8	15583	15602	15602
ENST00000368585.3	0	348	13028
ENST00000368586.10	109969	110096	134060
ENST00000368589.5	2011	2127	2127
ENST00000368590.9	1412	1438	1438
ENST00000368592.8	361	533	1029
ENST00000368593.7	159719	159822	239757
ENST00000368594.8	69818	69859	243841
ENST00000368596.4	0	557	4414
ENST00000368597.6	0	383	383
ENST00000368599.4	3903	4289	4289
ENST00000368600.7	5094	5190	5536
ENST00000368601.5	4218	4325	4325
ENST00000368602.4	3524	3709	48557
ENST00000368603.5	404	650	5536
ENST00000368604.2	816	1235	1235
ENST00000368605.3	1353	1772	1772
ENST00000368606.7	1862	2281	2281
ENST00000368607.8	0	173	5536
ENST00000368608.4	0	1310	1310
ENST00000368612.3	18985	19081	38434
ENST00000368613.8	41541	41714	41714
ENST00000368614.8	10973	11125	41714
ENST00000368619.3	7199	7499	7499
ENST00000368620.2	104616	104916	104916
ENST00000368621.5	0	653	2614
ENST00000368622.5	19964	20082	20082
ENST00000368623.7	2428	2614	2614
ENST00000368627.1	4100	4161	12166
ENST00000368630.7	10287	10385	10385
ENST00000368632.6	647	704	18919
ENST00000368633.2	3906	4150	10385
ENST00000368636.9	0	42	13279
ENST00000368638.5	0	359	359
ENST00000368640.8	11731	11859	11859
ENST00000368642.4	69957	70045	218470
ENST00000368644.5	30086	30258	42968
ENST00000368646.6	12274	12283	12283
ENST00000368648.8	125703	125836	125836
ENST00000368653.7	14234	14409	26474
ENST00000368654.8	3386	10230	26474
ENST00000368655.5	17833	18167	18167
ENST00000368656.7	0	124	1500
ENST00000368662.10	0	155	16019
ENST00000368664.7	10451	10693	13904
ENST00000368666.7	0	47	15259
ENST00000368667.6	46180	46278	58309
ENST00000368671.4	0	268	14632
ENST00000368676.8	67640	67705	346010
ENST00000368678.8	37773	37928	58309
ENST00000368679.8	92493	92558	370863
ENST00000368680.4	7907	7978	14302
ENST00000368681.1	2672	2731	3423
ENST00000368682.8	52605	52701	58309
ENST00000368684.8	2337	2414	2888
ENST00000368685.6	2456	2554	2554
ENST00000368686.1	3893	4096	4096
ENST00000368687.1	6759	6961	6961
ENST00000368689.1	0	172	15333
ENST00000368690.7	0	64	8677
ENST00000368691.5	29207	29269	29269
ENST00000368693.6	100777	100842	112792
ENST00000368694.8	1706	1859	8677
ENST00000368696.3	990	1007	1007
ENST00000368698.3	3625	3765	3765
ENST00000368701.5	941	970	970
ENST00000368702.5	347	493	970
ENST00000368703.6	462	614	614
ENST00000368704.5	0	155	614
ENST00000368705.2	0	155	614
ENST00000368706.9	462	614	614
ENST00000368707.5	0	21	2307
ENST00000368708.9	0	149	2435
ENST00000368709.6	2292	2435	2435
ENST00000368710.6	2292	2435	2435
ENST00000368712.1	660	800	800
ENST00000368713.8	0	161	800
ENST00000368714.1	892	1032	1032
ENST00000368715.5	0	161	1032
ENST00000368716.9	892	1032	1032
ENST00000368717.3	0	137	2892
ENST00000368718.5	2755	2892	2892
ENST00000368719.9	0	131	640
ENST00000368720.6	0	131	640
ENST00000368721.5	15853	15916	15916
ENST00000368722.5	1064	1204	1204
ENST00000368723.4	0	161	1204
ENST00000368728.2	1062	1223	1223
ENST00000368729.9	0	140	1223
ENST00000368730.5	0	143	7143
ENST00000368732.5	289	429	429
ENST00000368733.4	289	429	429
ENST00000368734.5	3557	3631	7143
ENST00000368735.1	3557	3631	7143
ENST00000368737.5	0	137	762
ENST00000368738.4	2360	2551	2551
ENST00000368739.3	15332	15421	17162
ENST00000368742.4	0	935	935
ENST00000368744.4	0	347	347
ENST00000368747.2	0	293	293
ENST00000368748.5	0	218	218
ENST00000368750.8	0	215	215
ENST00000368751.1	0	215	215
ENST00000368755.3	0	215	215
ENST00000368756.1	0	215	215
ENST00000368757.1	0	215	215
ENST00000368758.3	0	215	215
ENST00000368759.5	29567	29682	29682
ENST00000368761.11	31850	32678	32678
ENST00000368762.2	0	266	266
ENST00000368764.4	0	1754	1754
ENST00000368765.4	0	347	347
ENST00000368770.4	0	353	353
ENST00000368771.1	0	353	353
ENST00000368774.1	0	79	9091
ENST00000368775.3	0	749	749
ENST00000368777.2	0	296	296
ENST00000368778.7	13435	13497	13497
ENST00000368779.2	0	317	317
ENST00000368780.4	0	329	329
ENST00000368783.2	0	329	329
ENST00000368784.2	0	329	329
ENST00000368786.5	18542	18616	27628
ENST00000368787.4	0	275	275
ENST00000368789.2	0	275	275
ENST00000368790.4	0	296	296
ENST00000368797.10	6009	6107	27628
ENST00000368799.2	0	12044	12753
ENST00000368801.4	0	8411	10174
ENST00000368802.8	15248	15362	182869
ENST00000368806.2	3036	3173	3173
ENST00000368808.3	8995	9156	9156
ENST00000368809.1	2933	3064	3064
ENST00000368811.8	2933	3064	3064
ENST00000368813.1	2031	2102	5634
ENST00000368814.8	34469	34567	34567
ENST00000368815.6	0	107	18135
ENST00000368817.10	6069	6191	6191
ENST00000368820.4	0	1778	1778
ENST00000368821.4	27036	27086	27086
ENST00000368822.5	610	711	8567
ENST00000368823.5	0	49	8567
ENST00000368824.8	8444	8567	8567
ENST00000368825.7	8444	8567	8567
ENST00000368827.10	1365	1429	8567
ENST00000368829.3	763	846	3426
ENST00000368830.8	0	128	3426
ENST00000368836.7	3090	3306	29531
ENST00000368838.2	19255	19447	54629
ENST00000368839.1	35098	35161	151406
ENST00000368841.7	26686	26700	26700
ENST00000368842.10	0	124	151494
ENST00000368843.8	49964	50068	81396
ENST00000368845.6	14028	14226	14226
ENST00000368847.5	0	26	6276
ENST00000368848.6	25796	25861	41337
ENST00000368849.8	25796	25861	41337
ENST00000368850.4	12222	12450	15640
ENST00000368851.10	89459	89912	134479
ENST00000368858.9	7318	7495	10135
ENST00000368859.6	10129	10146	10146
ENST00000368863.6	1802	1826	37399
ENST00000368864.8	2899	3031	6952
ENST00000368865.9	7318	7495	8914
ENST00000368868.10	1222	1300	8095
ENST00000368869.8	13226	13293	13293
ENST00000368870.6	1492	1693	4131
ENST00000368872.5	5953	6218	23626
ENST00000368873.6	22718	23626	23626
ENST00000368874.8	1163	1283	23626
ENST00000368875.6	5953	6218	33324
ENST00000368876.2	1387	1489	4746
ENST00000368877.9	3868	3960	4746
ENST00000368881.8	11221	11338	12557
ENST00000368882.8	13751	13877	18507
ENST00000368884.8	11525	11656	12557
ENST00000368885.8	17804	17959	18507
ENST00000368886.10	0	940	4842
ENST00000368887.7	0	215	7020
ENST00000368888.9	39185	39268	47968
ENST00000368890.8	0	84	47968
ENST00000368892.9	7670	7846	13474
ENST00000368894.2	1127	1316	1316
ENST00000368896.1	1174	1265	1265
ENST00000368898.8	1174	1265	1265
ENST00000368900.5	0	73	6685
ENST00000368901.5	0	73	6685
ENST00000368902.1	596	693	2557
ENST00000368904.6	9433	9514	9514
ENST00000368905.9	781	869	2929
ENST00000368908.10	0	135	4373
ENST00000368909.7	21022	21054	82624
ENST00000368910.4	0	551	551
ENST00000368911.8	200471	200598	200598
ENST00000368912.7	5829	5919	10134
ENST00000368913.7	7151	7214	10134
ENST00000368914.8	3524	3676	10134
ENST00000368916.1	2216	2383	30063
ENST00000368918.8	29767	30063	30063
ENST00000368919.8	13844	13971	51698
ENST00000368921.5	0	269	269
ENST00000368923.8	0	564	20684
ENST00000368924.9	20513	20684	20684
ENST00000368926.6	0	1004	2607
ENST00000368930.5	30262	30358	73494
ENST00000368931.8	9071	9157	9958
ENST00000368932.5	38919	39034	49683
ENST00000368934.1	1692	1786	8690
ENST00000368935.1	6556	6981	6981
ENST00000368936.5	0	132	8690
ENST00000368937.5	1692	1786	8690
ENST00000368938.5	0	153	19073
ENST00000368941.2	23642	23740	51675
ENST00000368947.9	4985	5080	12213
ENST00000368948.6	39559	39703	96212
ENST00000368949.8	828	920	2526
ENST00000368954.10	1513	1563	2939
ENST00000368955.7	40220	40252	82624
ENST00000368956.6	15628	15951	82624
ENST00000368959.9	12820	12861	12861
ENST00000368962.6	0	259	17444
ENST00000368963.5	16205	16278	16278
ENST00000368964.3	0	259	2355
ENST00000368968.6	15350	15506	15506
ENST00000368969.8	34872	35004	36646
ENST00000368970.6	15350	15494	17745
ENST00000368972.7	85839	85952	97336
ENST00000368977.9	61610	61740	227342
ENST00000368979.6	0	80	38681
ENST00000368983.3	19274	19433	19433
ENST00000368984.8	48443	48500	52703
ENST00000368985.8	16957	17122	31714
ENST00000368986.9	14780	14885	20694
ENST00000368987.5	2322	2389	10594
ENST00000368988.5	22658	22801	35176
ENST00000368989.6	24699	24767	36630
ENST00000368990.8	36423	36734	36734
ENST00000368995.8	9599	9750	18509
ENST00000368999.5	73470	73613	90128
ENST00000369000.5	37736	37842	42739
ENST00000369001.5	5313	5514	42739
ENST00000369002.9	53111	53225	86302
ENST00000369004.7	62441	62556	90128
ENST00000369005.6	215979	216055	232071
ENST00000369014.10	4620	4745	6623
ENST00000369016.8	26350	26475	28353
ENST00000369017.5	3282	3381	13161
ENST00000369020.8	2663	2808	67124
ENST00000369022.6	44481	44592	44592
ENST00000369023.8	2084	2178	15826
ENST00000369025.6	15500	15746	15746
ENST00000369026.3	1465	2152	2152
ENST00000369031.4	0	89	194862
ENST00000369037.9	119407	119605	304663
ENST00000369038.6	0	19	7904
ENST00000369039.9	4332	4504	7904
ENST00000369040.9	0	175	184266
ENST00000369041.9	0	19	6432
ENST00000369042.6	29844	30046	30578
ENST00000369043.8	167223	167468	184266
ENST00000369044.1	0	23	23008
ENST00000369046.8	13312	13408	36317
ENST00000369047.9	5027	5254	5254
ENST00000369049.8	1625	1792	5254
ENST00000369051.7	3223	3274	5024
ENST00000369054.6	1513	1636	19610
ENST00000369056.5	5179	5249	111642
ENST00000369058.7	0	105	110119
ENST00000369059.5	0	161	113957
ENST00000369060.8	3838	3943	113957
ENST00000369061.8	8131	8253	113957
ENST00000369063.8	0	104	57022
ENST00000369064.8	3943	4060	19610
ENST00000369067.7	52881	53010	76328
ENST00000369068.5	95345	95602	108616
ENST00000369070.5	0	23	23125
ENST00000369075.8	25053	25261	40981
ENST00000369076.8	93118	93280	129665
ENST00000369077.4	0	123	41107
ENST00000369081.3	24813	24893	65818
ENST00000369085.8	24788	25603	25603
ENST00000369086.1	0	88	6242
ENST00000369089.3	214	466	8397
ENST00000369091.6	16558	17666	19216
ENST00000369093.6	20766	20797	20797
ENST00000369094.5	894	972	3419
ENST00000369095.5	3162	3683	3683
ENST00000369096.9	20357	20929	20929
ENST00000369098.3	8017	8079	8079
ENST00000369099.8	2923	2981	6917
ENST00000369101.7	27190	27333	27333
ENST00000369102.5	2923	2981	6917
ENST00000369103.3	42474	42522	42522
ENST00000369109.8	2565	2677	2677
ENST00000369110.8	4304	4435	99294
ENST00000369111.9	5665	5749	6527
ENST00000369114.9	0	64	15092
ENST00000369115.3	0	67	15092
ENST00000369124.5	654	800	9262
ENST00000369125.6	20676	20807	129977
ENST00000369126.5	0	677	677
ENST00000369128.9	14071	14238	76273
ENST00000369131.8	8772	8887	13449
ENST00000369134.9	400370	400513	669230
ENST00000369137.8	0	114	96795
ENST00000369138.5	403053	403160	666632
ENST00000369140.7	3394	3460	7294
ENST00000369143.2	8797	8886	8886
ENST00000369144.8	25182	25286	44634
ENST00000369145.1	7340	7961	7961
ENST00000369146.8	6783	6963	8823
ENST00000369150.1	0	410	410
ENST00000369151.8	5134	5272	68631
ENST00000369152.6	0	410	410
ENST00000369153.2	0	410	410
ENST00000369155.4	0	377	377
ENST00000369158.2	0	407	407
ENST00000369159.3	0	389	389
ENST00000369162.7	338759	339318	358608
ENST00000369163.4	0	407	407
ENST00000369167.3	0	377	377
ENST00000369168.5	5622	5873	8770
ENST00000369170.4	282	312	1301
ENST00000369172.8	25322	25555	25555
ENST00000369175.4	0	51	14711
ENST00000369183.9	0	48	25555
ENST00000369199.5	36810	37162	37162
ENST00000369206.6	0	572	4045
ENST00000369207.3	12091	12258	52535
ENST00000369208.8	30426	30594	73104
ENST00000369209.8	23851	23955	67685
ENST00000369210.7	4085	4139	4139
ENST00000369212.2	35023	35204	35204
ENST00000369214.2	1706	1837	2210
ENST00000369215.5	5998	7721	7721
ENST00000369217.8	0	34	17533
ENST00000369220.8	24938	24969	24969
ENST00000369221.2	1201	1355	21702
ENST00000369227.7	903	1117	76758
ENST00000369230.4	33155	33277	49137
ENST00000369233.6	30953	31044	74501
ENST00000369234.5	0	143	207628
ENST00000369235.2	0	1298	1298
ENST00000369236.5	25340	25521	207628
ENST00000369239.10	5488	5625	14116
ENST00000369240.5	7783	7827	7827
ENST00000369244.7	0	160	52707
ENST00000369246.1	0	44	11332
ENST00000369248.9	25011	25154	39458
ENST00000369250.7	21662	21858	77432
ENST00000369251.6	35095	35245	135668
ENST00000369253.6	2913	2987	55561
ENST00000369254.5	0	22	160348
ENST00000369256.6	37616	37693	248090
ENST00000369258.8	0	126	52802
ENST00000369259.4	44931	45029	52802
ENST00000369261.9	0	22	172218
ENST00000369271.7	19515	19720	108410
ENST00000369272.7	18627	18826	34804
ENST00000369278.5	15500	15675	31626
ENST00000369280.1	32736	33011	40295
ENST00000369282.5	0	324	43682
ENST00000369285.7	0	632	632
ENST00000369286.1	0	632	632
ENST00000369287.8	6001	6190	38122
ENST00000369288.7	0	72	10162
ENST00000369293.6	0	593	593
ENST00000369294.5	12279	12429	16573
ENST00000369295.4	0	1430	1430
ENST00000369297.1	0	674	8845
ENST00000369298.5	6898	6982	9541
ENST00000369301.3	0	177	53660
ENST00000369303.9	113288	113623	175912
ENST00000369304.8	11251	11399	17213
ENST00000369305.1	7188	7333	18027
ENST00000369306.8	0	402	6524
ENST00000369307.4	0	42	1541
ENST00000369310.7	1030	1118	12256
ENST00000369312.9	2399	2515	13393
ENST00000369313.7	0	125	3578
ENST00000369314.2	0	125	3578
ENST00000369315.5	24157	24285	32043
ENST00000369318.8	23538	23674	32043
ENST00000369321.6	41896	42024	49782
ENST00000369325.7	70112	70231	70231
ENST00000369327.7	33816	33897	70231
ENST00000369329.8	45118	45163	70379
ENST00000369331.8	31817	31927	31927
ENST00000369332.7	45118	45163	70379
ENST00000369347.8	42046	42169	42535
ENST00000369349.7	91516	91643	102503
ENST00000369351.7	76789	76902	102279
ENST00000369352.1	0	1628	1628
ENST00000369354.7	91516	91643	142228
ENST00000369356.8	77972	78151	142332
ENST00000369358.8	8991	9095	74904
ENST00000369360.7	51249	51353	74904
ENST00000369367.8	0	143	42116
ENST00000369373.9	30211	30383	113743
ENST00000369386.5	8837	8909	9575
ENST00000369389.7	25454	25561	34703
ENST00000369390.7	14594	14745	14745
ENST00000369393.8	110075	110222	175599
ENST00000369395.6	450	516	210825
ENST00000369397.8	450	516	215212
ENST00000369400.2	0	2369	2369
ENST00000369401.4	0	334	5938
ENST00000369404.3	9727	9888	14629
ENST00000369405.7	0	100	14629
ENST00000369406.8	13367	13821	18039
ENST00000369408.9	49582	49680	64024
ENST00000369409.9	11353	11418	31992
ENST00000369413.8	6357	7165	7165
ENST00000369415.9	11165	11279	43934
ENST00000369416.4	6389	7197	7197
ENST00000369422.4	2336	2478	19574
ENST00000369423.7	3664	3764	12105
ENST00000369425.5	6461	6576	24544
ENST00000369426.9	42987	43244	107281
ENST00000369429.5	0	781	103060
ENST00000369439.4	0	132	52708
ENST00000369441.7	310	359	359
ENST00000369442.3	42215	42390	42390
ENST00000369443.10	48025	48164	49785
ENST00000369448.4	0	1172	1172
ENST00000369449.7	56465	56521	56521
ENST00000369451.7	3132	3284	22404
ENST00000369452.9	44889	45026	47456
ENST00000369454.4	3268	3482	3482
ENST00000369458.8	8913	9260	63194
ENST00000369459.6	45183	45226	48619
ENST00000369461.3	5726	6459	9556
ENST00000369462.5	7088	7175	48619
ENST00000369464.7	0	145	8893
ENST00000369466.9	37004	37086	41174
ENST00000369470.1	0	42	32280
ENST00000369472.1	0	425	425
ENST00000369475.7	157052	157152	350687
ENST00000369476.8	126	296	517
ENST00000369477.1	138	475	475
ENST00000369478.4	0	60	14287
ENST00000369479.1	0	145	2177
ENST00000369483.5	22626	23030	89011
ENST00000369484.8	0	145	2177
ENST00000369485.9	279084	279193	350687
ENST00000369486.8	36450	36860	89011
ENST00000369487.3	49011	49080	49080
ENST00000369489.10	7090	7167	56156
ENST00000369494.5	688	747	4568
ENST00000369496.8	6687	6796	20346
ENST00000369498.8	0	132	27730
ENST00000369499.3	0	1415	1415
ENST00000369500.4	15529	15723	20746
ENST00000369501.3	0	1415	1415
ENST00000369502.1	42954	43086	54781
ENST00000369503.9	0	86	90477
ENST00000369505.5	0	1112	1112
ENST00000369506.1	0	404	404
ENST00000369509.1	12247	12854	39962
ENST00000369510.8	30950	31083	39962
ENST00000369512.3	0	722	722
ENST00000369515.6	22412	22514	38939
ENST00000369516.7	0	62	38939
ENST00000369518.1	58510	58580	139551
ENST00000369519.4	186606	186727	191520
ENST00000369522.8	30660	30844	139551
ENST00000369528.9	2072	2185	6333
ENST00000369529.2	0	24	7098
ENST00000369530.5	5711	5830	23492
ENST00000369531.1	1780	1858	15384
ENST00000369534.8	4848	4928	26193
ENST00000369535.5	5262	5440	7622
ENST00000369536.10	5764	5840	75541
ENST00000369538.4	5216	5410	22354
ENST00000369541.4	13366	13458	13458
ENST00000369543.6	27798	28072	113425
ENST00000369547.6	5713	5863	61758
ENST00000369550.10	5336	5466	13898
ENST00000369551.5	0	53	1693
ENST00000369552.9	36037	36171	38519
ENST00000369553.5	930	1016	18876
ENST00000369555.6	32640	33125	33125
ENST00000369556.7	33378	33444	38519
ENST00000369557.9	36037	36096	36096
ENST00000369558.5	23003	23137	33125
ENST00000369559.8	17682	17907	31651
ENST00000369561.8	29572	29813	33125
ENST00000369562.9	8368	8576	54407
ENST00000369564.5	0	496	4813
ENST00000369567.5	9537	9649	9649
ENST00000369568.8	17736	17838	72844
ENST00000369569.6	9537	9649	9649
ENST00000369571.2	1005	1152	4486
ENST00000369575.7	72773	72844	72844
ENST00000369576.2	0	487	487
ENST00000369577.8	89911	90052	106206
ENST00000369582.6	2335	2422	2422
ENST00000369583.4	11898	12301	12301
ENST00000369585.4	0	135	1383
ENST00000369592.1	4495	4637	9434
ENST00000369598.5	15571	15730	60995
ENST00000369600.5	554	679	60995
ENST00000369603.10	4495	4637	9434
ENST00000369604.6	14232	14405	60995
ENST00000369611.4	250877	251482	291224
ENST00000369612.1	16604	16633	56760
ENST00000369615.5	228702	228796	291224
ENST00000369617.8	280700	280802	291224
ENST00000369620.6	1573	1804	14152
ENST00000369622.8	9218	9353	26680
ENST00000369626.8	0	271	15414
ENST00000369627.6	87609	87748	87748
ENST00000369630.7	0	114	4443
ENST00000369632.6	1020	1150	2256
ENST00000369633.6	1456	1576	2256
ENST00000369635.7	3563	3643	49964
ENST00000369636.6	0	231	2335
ENST00000369637.5	1456	1576	2256
ENST00000369638.6	1456	1576	2256
ENST00000369641.7	8946	8958	8958
ENST00000369642.7	0	170	2256
ENST00000369643.5	0	92	8958
ENST00000369644.5	3795	3963	11538
ENST00000369645.6	25503	25591	25591
ENST00000369646.7	21097	21326	21326
ENST00000369649.8	0	986	1430
ENST00000369651.7	16920	17142	43861
ENST00000369653.8	1204	1251	1251
ENST00000369660.9	995	1042	1042
ENST00000369663.10	27202	27493	27493
ENST00000369664.1	7553	7631	34071
ENST00000369666.5	76994	77198	77198
ENST00000369669.5	15935	16074	72027
ENST00000369679.4	0	126	45882
ENST00000369681.10	0	74	100092
ENST00000369682.4	10921	11133	12498
ENST00000369683.5	15655	15744	26607
ENST00000369684.5	5611	5831	11243
ENST00000369686.9	48602	48879	52968
ENST00000369687.2	3145	3289	3289
ENST00000369689.6	0	94	3969
ENST00000369690.6	0	97	46420
ENST00000369691.5	0	126	12209
ENST00000369694.7	0	89	151771
ENST00000369697.5	205541	206646	206646
ENST00000369698.6	101705	101781	121807
ENST00000369700.4	0	1238	1238
ENST00000369701.8	615491	615596	622043
ENST00000369702.5	9812	10971	10971
ENST00000369703.1	0	38	5315
ENST00000369704.8	38335	38496	100629
ENST00000369705.4	41702	41811	219027
ENST00000369707.2	23852	24005	24005
ENST00000369709.4	0	56	17871
ENST00000369710.8	0	33	12473
ENST00000369713.10	0	33	12473
ENST00000369716.9	0	67	19664
ENST00000369717.8	0	67	80262
ENST00000369718.4	0	36	2091
ENST00000369719.2	26939	27192	28595
ENST00000369720.6	36725	36978	38381
ENST00000369722.8	295	331	11449
ENST00000369724.5	1143	1817	1817
ENST00000369727.4	0	12	3517
ENST00000369729.7	0	95	2710
ENST00000369732.4	5143	5259	13254
ENST00000369733.8	8113	8172	48435
ENST00000369737.4	0	18	4671
ENST00000369738.9	1863	1993	4671
ENST00000369739.7	16345	16443	71186
ENST00000369740.6	8025	8210	9995
ENST00000369744.6	3508	3564	14631
ENST00000369746.2	25526	25669	25669
ENST00000369747.8	145391	145460	172693
ENST00000369748.9	14497	14631	14631
ENST00000369750.4	0	1259	1259
ENST00000369752.5	11022	11134	16745
ENST00000369754.7	1892	2480	2697
ENST00000369755.4	51988	52176	57971
ENST00000369756.3	2871	3076	3076
ENST00000369758.8	5292	5463	13631
ENST00000369760.8	22467	22535	63137
