transcript_id	cds_start	cds_end	transcript_length	genomic_cds_starts	genomic_cds_ends
ENST00000305817.3	2643	3703	1060	4724552	4725082
ENST00000305850.10	4726	22447	17721	81011940,81014136,81017326,81017758,81020100,81022597,81024715,81026526,81028171,81028569	81012110,81014181,81017385,81017834,81020276,81022698,81024778,81026638,81028297,81028651
ENST00000305852.11	900	29691	28791	36553163,36555683,36558438,36578597,36581290	36553179,36555748,36558513,36578865,36581410
ENST00000305864.7	12857	120979	108122	100410321,100415898,100417117,100447533,100465423,100475038,100479917,100517851	100410355,100415959,100417141,100447571,100465539,100475109,100480039,100517914
ENST00000305866.10	102	128937	128835	93232468,93239866,93252653,93253860,93256509,93257394,93258159,93258357,93259550,93271220,93272635,93276165,93291703,93294545,93296742,93297145,93303460,93305828,93308824,93311166,93323611,93334117,93341427,93348711,93349875,93353640,93355891,93358317	93232500,93239934,93252775,93253931,93256562,93257464,93258276,93258392,93259632,93271262,93272733,93276305,93291835,93294636,93296836,93297243,93303550,93306004,93308942,93311272,93323732,93334197,93341575,93348807,93350033,93353761,93356080,93358436
ENST00000305869.4	67	2239	2172	34285809,34287096,34287585	34285884,34287207,34287690
ENST00000305877.13	452	138806	138354	23180961,23253799,23260950,23261355,23268408,23271532,23273081,23273634,23283977,23285033,23287159,23288097,23289517,23290339,23292541,23295024,23309424,23310324,23311697,23312887,23313968,23314552,23315433	23182239,23253980,23261054,23261540,23268515,23271592,23273133,23273774,23284098,23285201,23287278,23288172,23289621,23290413,23292638,23295155,23309483,23310433,23311836,23313021,23314073,23314714,23315522
ENST00000305879.8	3152	15788	12636	54459109,54460377,54462109,54462642,54463171,54465067,54471233	54459125,54460471,54462172,54462725,54463297,54465167,54471248
ENST00000305883.6	167	10492	10325	10043717,10046150,10047650,10052227	10043758,10046419,10048595,10052507
ENST00000305885.3	2451	4735	2284	61795362	61796504
ENST00000305899.5	20	1914	1894	15728044	15728991
ENST00000305901.7	2502	36227	33725	52757555,52788780	52757847,52789884
ENST00000305904.11	84	9852	9768	80541077,80543276,80549484,80550515	80541079,80543351,80549651,80550558
ENST00000305921.8	222	65171	64949	60600415,60623521,60633853,60647892,60656599,60662995	60600886,60623749,60633977,60648082,60656841,60663552
ENST00000305943.9	107	7207	7100	228487489,228488960,228493053,228493883	228487878,228489052,228493274,228493885
ENST00000305949.6	52	80610	80558	120445471,120446433,120451003,120451171,120453847,120455435,120456553,120459215,120461161,120463692,120470820,120488159,120490463,120497393,120502492,120506706,120509934,120515925,120517851,120518704,120522654,120523298	120445588,120446513,120451076,120451322,120453905,120455579,120456670,120459349,120461255,120463761,120470937,120488332,120490570,120497554,120502609,120506861,120510029,120516191,120518100,120518817,120522719,120523336
ENST00000305958.9	26228	40241	14013	4175056,4177351,4181803,4182089,4183494,4187270	4175263,4177577,4181976,4182848,4183654,4187407
ENST00000305963.3	4436	13479	9043	135965024,135967390,135971058,135973597	135965183,135967493,135971110,135973675
ENST00000305978.7	121	1199	1078	35953745	35954284
ENST00000305988.6	221	2703	2482	148826832	148828073
ENST00000305991.3	457	647	190	107707835	107707930
ENST00000305997.8	5989	152474	146485	8858679,8860613,8862590,8864170,8868446,8873108,8877030,8882511,8888018,8908621,8943187,8958497,9003540	8858904,8860764,8862722,8864234,8868549,8873300,8877213,8882565,8888073,8908716,8943264,8958642,9003614
ENST00000306006.10	359	3111	2752	43556703	43558079
ENST00000306010.8	26	300519	300493	129467216,129536241,129707895,129759202,129766788	129467296,129536377,129708043,129759341,129766997
ENST00000306011.6	174	2302	2128	93828927	93829991
ENST00000306014.10	1704	30904	29200	113158877,113161270,113161893,113162932,113163132,113164067,113165644,113165802,113169770,113172353,113174640,113174875,113175036,113176840,113177052,113178977,113179143,113179935,113180929,113185278	113159109,113161382,113161997,113163045,113163274,113164285,113165717,113166032,113169904,113172563,113174771,113174936,113175157,113176935,113177093,113179026,113179331,113180005,113181058,113185451
ENST00000306024.4	44	19604	19560	14178861,14181560,14183937,14198036	14178881,14181670,14184032,14198116
ENST00000306026.6	245	14627	14382	49108958,49110184,49110444,49110711,49110950,49111255,49111500,49111911,49112284,49112489,49113992,49114174,49114763,49114959,49115228,49115444,49115724,49116047,49116280,49116451,49116727,49117059,49117437,49117657,49117947,49119022	49109185,49110362,49110604,49110863,49111166,49111365,49111813,49112048,49112402,49112629,49114093,49114284,49114873,49115117,49115361,49115639,49115944,49116162,49116351,49116607,49116943,49117361,49117570,49117785,49118120,49119145
ENST00000306031.5	1130	201680	200550	97720888,97721510,97740392,97828114,97883264,97920884	97720926,97721671,97740479,97828196,97883374,97920922
ENST00000306042.9	79	37247	37168	128047649,128047764,128049530,128056123,128060939,128061679,128063083,128066075,128068123,128069692,128070301,128070808,128072138,128073337,128076603,128077617,128079560,128082832	128047683,128047837,128049666,128056213,128061015,128061715,128063180,128066194,128068286,128069827,128070450,128070901,128072214,128073471,128076728,128077783,128079695,128082906
ENST00000306049.9	1515	7725	6210	30900501,30904066,30906168	30900521,30904529,30906198
ENST00000306051.3	117	8344	8227	52267815,52274731	52268660,52274964
ENST00000306052.12	4654	88421	83767	53247018,53249380,53250690,53255117,53257240,53258319,53260464,53262068,53262446,53264169,53266473,53271028,53271227,53275631,53276692,53280587,53289567,53326873,53327789	53247056,53249556,53250862,53255185,53257464,53258471,53260605,53262207,53262564,53264396,53266647,53271153,53271346,53275753,53277078,53280715,53289689,53326992,53327912
ENST00000306058.9	0	82190	82190	32359747,32366384,32369015,32428128,32428325,32429338,32429901,32431321,32431583,32432880,32433284,32434432	32359791,32366466,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32437338
ENST00000306061.10	377	1679	1302	56625852,56626466,56626880	56625879,56626531,56626971
ENST00000306065.9	1139	65134	63995	32598145,32599704,32599972,32602015,32604263,32605835,32607635,32615658,32617589,32619260,32619494,32622422,32625874,32626712,32628083,32628722,32631402,32639356,32640307,32642024,32643123,32643287,32643431,32643572,32644325,32646459,32649682,32658914	32598378,32599776,32600050,32602126,32604424,32605954,32607832,32615780,32617633,32619379,32619553,32622619,32625966,32626827,32628165,32628849,32631494,32639488,32640385,32642145,32643199,32643352,32643484,32643631,32644479,32646615,32649792,32659015
ENST00000306071.7	67	13157	13090	7445128,7445270,7446069,7446833,7447043,7447503,7448579,7454297,7455284,7455794,7456583	7445185,7445409,7446113,7446942,7447151,7447650,7448788,7454520,7455456,7455941,7456723
ENST00000306072.10	351	17058	16707	88639367,88652110,88655415	88639594,88652310,88655531
ENST00000306077.5	142	17934	17792	14125194,14129412,14130822,14131580,14132546,14132866,14133739,14134770,14135158,14135807,14139180,14141593	14125205,14129561,14130956,14131674,14132595,14132935,14133809,14134891,14135232,14135908,14139297,14141795
ENST00000306078.2	1917	52793	50876	42443934,42492837	42444579,42493501
ENST00000306084.6	199	3825	3626	9886175,9886589	9886283,9888141
ENST00000306085.11	1832	6366	4534	101087313	101089580
ENST00000306087.3	470	1914	1444	137764785	137765507
ENST00000306090.12	0	71061	71061	58840844,58895612,58898941,58903531,58903672,58905383,58909162,58909350,58909521,58909684,58909951,58910334,58910683	58840886,58895684,58898985,58903585,58903791,58905480,58909216,58909423,58909579,58909804,58910081,58910401,58910829
ENST00000306100.10	1850	730028	728178	161385747,161455004,161459212,161481020,161500016,161510398,161538166,161542532,161587455,161656328,161759411,161775878,161920404,162033625,162111271	161386449,161455128,161459319,161481169,161500134,161510424,161538300,161542693,161587575,161656494,161759531,161776074,161920652,162033658,162111396
ENST00000306103.3	346	55140	54794	122740345,122741003,122752591,122755260,122759224,122768701,122777721,122793617	122740875,122741113,122752674,122755431,122759360,122768882,122777906,122793680
ENST00000306107.9	500	206767	206267	105367409,105520067,105524289,105532002,105533603,105534663,105539975,105541633,105545223,105547149,105547390,105550127,105552144,105552468,105571852	105367481,105520167,105524508,105532066,105533690,105534845,105540102,105541765,105545335,105547284,105547523,105550259,105552182,105552585,105571939
ENST00000306108.10	378	21883	21505	28850199,28850328,28851072,28852408,28861118,28865017,28869579	28850242,28850405,28851298,28852499,28861308,28865119,28870277
ENST00000306117.5	2560	8504	5944	45094870,45097662,45099161	45095340,45098695,45099236
ENST00000306120.4	0	4144	4144	58853261	58855333
ENST00000306121.8	11	99757	99746	98661732,98684885,98691075,98691535,98695518,98698706,98701817,98738237,98760054	98661911,98685067,98691185,98691699,98695716,98698905,98701903,98738389,98760131
ENST00000306125.12	97	11105	11008	49096029,49097992,49098192,49098353,49098600,49098885,49099110,49099344,49099510,49099761,49099961,49100190,49100380,49100575,49101355,49101620,49101828,49102205,49102419,49103345,49103631,49103863,49104324,49104617	49096079,49098117,49098258,49098480,49098692,49098989,49099253,49099431,49099647,49099853,49100091,49100298,49100458,49100674,49101441,49101705,49101899,49102265,49102472,49103409,49103706,49103972,49104471,49104733
ENST00000306145.10	302	1653	1351	144464127,144464809	144464612,144464901
ENST00000306149.12	10956	14344	3388	41571966,41573655,41574733	41572141,41573777,41574895
ENST00000306151.9	55	51432	51377	101020136,101031120,101031601,101047984,101048845,101049324,101050484,101051613,101051803,101052986,101053339,101056194,101058003	101020217,101031221,101043819,101048115,101048972,101049382,101050635,101051681,101051962,101053147,101053436,101056270,101058044
ENST00000306156.8	426	535405	534979	45652101,45843000,45976429,45978976,45980296,45984551,46001404,46004542,46007462,46010344,46086208,46145093,46151041,46159606,46184735	45652448,45843063,45976588,45979010,45980381,45984680,46001546,46004638,46007661,46010517,46086362,46145231,46151229,46159752,46184881
ENST00000306176.5	100	43888	43788	102435115,102438480,102452919,102456193,102457781,102462281,102464171,102468964,102470394,102477012,102477443	102435154,102438593,102453139,102456374,102457853,102462378,102464251,102469135,102470502,102477041,102477618
ENST00000306177.10	6185	58443	52258	6111134,6115323,6135841,6139092,6140128,6140914,6142932,6144085,6145516,6146148,6147739,6149583,6150412,6153756,6156754,6159450	6111374,6115523,6135951,6139194,6140195,6140984,6143014,6144196,6145656,6146248,6147892,6150302,6150506,6155195,6157055,6159457
ENST00000306185.8	667	50187	49520	120396104,120413991,120419852,120425306,120432030,120443185,120445068	120396125,120414112,120419938,120425366,120432123,120443308,120445094
ENST00000306193.8	2560	23208	20648	168990150,169002071,169006755,169007636,169009948	168990328,169002205,169006891,169007756,169010089
ENST00000306200.7	1066	123993	122927	4420034,4420864,4423518,4425164,4434770,4438394,4457191,4457423,4459372,4471639,4541797	4420129,4420944,4423587,4425222,4434858,4438509,4457257,4457500,4459487,4471706,4541964
ENST00000306238.3	69	3482	3413	62190285,62192056,62193399	62190339,62192243,62193428
ENST00000306243.7	230	2490	2260	40471214	40472344
ENST00000306247.11	649	24689	24040	74672504,74674960,74675324,74692342,74695298	74672538,74675100,74675404,74692416,74695757
ENST00000306256.13	3948	11746	7798	2395791,2397116,2399415,2400857,2402207,2403035	2395871,2397220,2399514,2400935,2402342,2403064
ENST00000306262.10	14837	42629	27792	85861243,85888824	85861292,85888905
ENST00000306268.8	61	3849	3788	170105958,170108049	170106531,170108611
ENST00000306270.12	1438	74533	73095	82171425,82172380,82173367,82181879,82191073,82191787,82194479,82196298,82200141,82200587,82201422,82202528,82204857,82210814,82211367,82211490,82212707,82214227,82216076,82217960,82220590,82223440,82224068,82225477,82227192,82231718,82234159,82240166	82171556,82172512,82173438,82182028,82191216,82191879,82194642,82196446,82200253,82200708,82201482,82202645,82204958,82210910,82211404,82211572,82212793,82214829,82216250,82218137,82220713,82223620,82224185,82225647,82227302,82231842,82234255,82240486
ENST00000306271.5	323	1389	1066	41040864	41041397
ENST00000306279.4	199	33862	33663	85754190,85763991,85786885	85754957,85764182,85786890
ENST00000306306.8	467	4228	3761	22138487,22138639,22138926,22139416,22139963,22140172,22140625,22141451	22138552,22138793,22139061,22139529,22140083,22140248,22140697,22141482
ENST00000306312.8	192	49524	49332	103374399,103376808,103377599,103378446,103379243,103380480,103389008,103389329,103390429,103391622,103392919,103397932,103407851,103410385,103411420,103413002,103420738,103421363	103374592,103376862,103377799,103378553,103379335,103380549,103389114,103389424,103390506,103391735,103393066,103398014,103408003,103410549,103411586,103413112,103420877,103421514
ENST00000306315.9	983	112602	111619	124637900,124639133,124641252,124643511,124644244,124646679,124649610,124701014,124744084	124637906,124639214,124641405,124643683,124644661,124649133,124649697,124701269,124744989
ENST00000306317.7	1330	11351	10021	22148160,22151489,22151831,22153968,22154142,22154560,22155392,22156337	22148977,22151653,22152000,22154039,22154213,22154631,22155463,22156542
ENST00000306318.5	678	3780	3102	236165914,236167449	236166437,236167971
ENST00000306320.10	1688	145403	143715	16474741,16477662,16478034,16478850,16481009,16483346,16565763,16571996,16616652	16475234,16477788,16478098,16478987,16481093,16483472,16565793,16572102,16616971
ENST00000306322.7	2098	19110	17012	43009998,43015116,43018770,43026309	43010041,43015370,43019048,43026372
ENST00000306324.4	84	2158	2074	176151634,176152608	176152066,176152942
ENST00000306329.15	0	128989	128989	8705661,8718424,8720338,8777833,8783530,8785936,8796232,8798097,8806893,8812979,8818963,8821467,8824699,8828908	8706713,8718648,8720496,8777892,8784843,8786091,8796462,8798291,8807060,8813233,8819259,8821498,8826232,8828946
ENST00000306336.6	3691	7227	3536	85608945,85609435,85611668,85611878	85609067,85609586,85611786,85611984
ENST00000306346.5	1654	8593	6939	35368351,35369316,35373456,35373876	35368445,35369660,35373600,35374292
ENST00000306349.13	34	38008	37974	22165406,22173602,22176143,22176533,22176961,22177852,22179705,22180368,22192049,22194058,22194445,22194724,22195462,22196680,22197240,22201118	22165553,22173715,22176313,22176650,22177139,22177957,22179829,22180483,22192151,22194174,22194590,22194919,22195587,22196840,22197420,22201203
ENST00000306353.7	528	3560	3032	85599076,85599525,85599891,85601021,85601435	85599317,85599702,85600018,85601107,85601456
ENST00000306357.9	107	326040	325933	9250578,9378552,9491829,9505038,9545172,9557434,9568371,9575792	9250645,9378653,9491921,9505162,9545282,9557528,9568470,9575808
ENST00000306368.9	19	2216	2197	85595764,85596519,85596822,85597104,85597445	85595849,85596649,85596931,85597178,85597504
ENST00000306376.10	2325	61075	58750	186048639,186052030,186057075,186057423,186064417,186065813,186079817,186081046,186105305,186105449,186105625,186105824	186048860,186052131,186057244,186057491,186064476,186066072,186080104,186081175,186105355,186105496,186105712,186105868
ENST00000306378.11	222	165520	165298	67825725,67853940,67866464,67874817,67891844,67893370,67894034,67903789,67904702,67909582,67910877,67918714,67920015,67922840,67924547,67928355,67929336,67931911,67940439,67944150,67945409,67947726,67948081,67959541,67964212,67966572,67975772,67982252	67826337,67854762,67866687,67875020,67892034,67893725,67894165,67903918,67904840,67909761,67913187,67918838,67920143,67922990,67924589,67928601,67929487,67932019,67940656,67944372,67946325,67947808,67948306,67959875,67964404,67966656,67975958,67982288
ENST00000306384.5	60	9074	9014	85584491,85591725,85592948	85584493,85591862,85593157
ENST00000306385.10	34	49297	49263	22165406,22173602,22176143,22176533,22176961,22177852,22179705,22180368,22192049,22194058,22194445,22194724,22195462,22196680,22197240,22201803,22206854,22207303,22209445,22211594	22165553,22173715,22176313,22176650,22177139,22177957,22179829,22180483,22192151,22194174,22194590,22194919,22195587,22196840,22197420,22201928,22206981,22207516,22209695,22211728
ENST00000306388.10	1881	85403	83522	77693122,77708242,77776205	77693352,77708347,77776257
ENST00000306389.7	67328	74732	7404	63661415,63665835,63668057	63661481,63665859,63668393
ENST00000306390.7	1538	4653	3115	4537940,4539982	4538951,4540013
ENST00000306391.10	0	42792	42792	103140898,103183367	103141057,103183449
ENST00000306402.10	3286	131684	128398	95315059,95318320,95321963,95339133,95341285,95341564,95346406,95351209,95354882,95357631,95367650,95381685,95383985,95384238,95397220,95399017,95406118,95410633,95421961,95422190,95432448,95434622,95437490,95441126	95315126,95318432,95322021,95339327,95341410,95341678,95346452,95351376,95354967,95357803,95367699,95381799,95384114,95384285,95397283,95399189,95406147,95410777,95422073,95422216,95432576,95434717,95437555,95441135
ENST00000306406.5	50	6157	6107	119431904,119436889	119431924,119437440
ENST00000306422.5	1552	10812	9260	77630264,77636821,77638513	77630794,77637230,77638549
ENST00000306433.9	317	6574	6257	22245450,22247221,22247857,22248154,22248481,22249044,22250075,22250396	22245614,22247264,22248008,22248278,22248649,22249309,22250227,22250518
ENST00000306434.8	120	5783	5663	85539288,85541083,85541255,85541633,85541829,85542155,85542565,85542901,85543670	85539378,85541160,85541377,85541745,85541972,85542373,85542747,85543034,85543772
ENST00000306442.5	625	14009	13384	123023875,123025784,123028775,123029305,123036509	123024003,123025968,123028868,123029418,123036625
ENST00000306448.4	184	1544	1360	46512031	46512711
ENST00000306450.5	323	8986	8663	103075273,103081882,103083066,103083682	103075411,103081908,103083132,103083694
ENST00000306465.8	6820	34495	27675	46588105,46592475,46612228,46613694,46614937	46588179,46592583,46612344,46613785,46615164
ENST00000306467.10	1627	81047	79420	123346519,123349944,123364496,123372650,123377374,123378336,123382111,123382737,123382986,123384951,123386518,123388432,123389924,123391110,123393300,123399136,123412399,123416010,123418359,123422950	123346753,123350089,123364594,123372772,123377535,123378428,123382200,123382889,123383082,123385133,123386667,123388606,123390140,123391337,123393497,123399284,123412540,123416124,123418515,123422998
ENST00000306480.11	9050	42975	33925	165079658,165085586,165088468,165100628,165102950,165112747	165079796,165085688,165088602,165100892,165103096,165112773
ENST00000306481.11	1624	76455	74831	123346519,123349944,123364496,123372650,123377374,123378336,123382111,123382737,123382986,123384951,123386518,123388432,123389924,123391110,123393300,123399136,123412399,123416010,123418359	123346753,123350089,123364594,123372772,123377535,123378428,123382200,123382889,123383082,123385133,123386667,123388606,123390140,123391337,123393497,123399284,123412540,123416124,123418486
ENST00000306482.2	156	10415	10259	22287402,22290174,22292538,22294409,22296955	22287593,22290353,22292645,22294584,22296982
ENST00000306494.11	5387	72850	67463	63163824,63164526,63166044,63180660,63183694,63217314,63217581,63228461,63229251	63164073,63164634,63166258,63180775,63183817,63217482,63217735,63228564,63229652
ENST00000306502.6	2174	9546	7372	89223250,89224719,89225555,89226694	89223283,89224802,89225631,89228562
ENST00000306503.5	59579	62799	3220	46758531	46760141
ENST00000306507.6	592	3044	2452	113499257	113500483
ENST00000306511.5	62	12624	12562	42754295,42754988,42758002,42763916,42765518	42754587,42755266,42758280,42764281,42765581
ENST00000306534.8	1200	17110	15910	124884891,124885041,124886464,124886977,124887358,124887733,124891299,124891666,124893688,124893860,124894201,124895081,124895457,124895785,124896198,124896513,124896932,124897726	124884913,124885247,124886822,124887213,124887499,124887840,124891562,124891802,124893730,124894045,124894369,124895193,124895685,124895912,124896318,124896670,124897261,124897795
ENST00000306549.6	97	5009	4912	141051471	141053927
ENST00000306560.1	1856	9385	7529	69109396,69113441,69114343	69110031,69113542,69115266
ENST00000306562.8	9051	11767	2716	248847275	248848633
ENST00000306585.9	844	3992	3148	69118854	69120428
ENST00000306591.11	223	15261	15038	78113148,78113548,78122605,78123989,78124524,78124889,78125158,78125726,78126277,78126524,78126777	78113211,78113621,78122749,78124179,78124781,78124985,78125263,78125884,78126366,78126648,78126832
ENST00000306593.2	144	28956	28812	141485174,141494807,141505393,141510947	141487615,141494865,141505481,141511173
ENST00000306601.9	202	9850	9648	248850210,248850682,248853937,248855380,248855558,248855725,248856288,248856514,248857234,248857828,248858131	248850516,248850781,248854051,248855458,248855635,248855946,248856422,248856562,248857497,248857859,248858309
ENST00000306602.3	812	2606	1794	76021930,76022366,76022691,76023371	76021948,76022455,76022817,76023431
ENST00000306609.4	281	4028	3747	25622443,25624455	25624034,25624527
ENST00000306621.8	1111	2586	1475	76034793,76035047,76035216,76035927	76034816,76035119,76035342,76035987
ENST00000306627.8	1315	85228	83913	23807270,23811460,23887567,23889112,23890509	23807421,23811510,23887699,23889259,23890606
ENST00000306645.10	1418	7226	5808	82444004,82444447,82445864,82446623,82447580,82449170	82444124,82444591,82445960,82446696,82447621,82449254
ENST00000306658.8	231	9084	8853	40792427,40793155,40793829,40796916,40797120,40798235,40798917,40799444	40792569,40793210,40794046,40797041,40797281,40798391,40798999,40799893
ENST00000306666.10	948	77964	77016	70971730,70974297,71012305,71046681	70971733,70974388,71012484,71047577
ENST00000306675.5	424	57571	57147	159916906,159971879	159917854,159972492
ENST00000306682.6	30	28813	28783	102483592,102483825,102485039,102488463,102490986,102493116,102493825,102494538,102494881,102495278,102496140,102496469,102496847,102500699,102501096,102503163,102506695,102509599,102510179	102483713,102483889,102485159,102488598,102491123,102493285,102493969,102494675,102495073,102495390,102496204,102496619,102496964,102500793,102501227,102503244,102506824,102509660,102510198
ENST00000306688.8	339	9496	9157	82023644,82024278,82024693,82025000,82025379,82026899,82027386,82027674,82028011,82028234,82028397,82028613,82029093,82029543,82030065,82030319,82030609	82023863,82024339,82024763,82025178,82025507,82027011,82027444,82027751,82028146,82028311,82028508,82028683,82029185,82029635,82030238,82030466,82030805
ENST00000306698.6	512	24306	23794	20161105,20170724,20171043,20176601,20178271,20183608,20183886	20161226,20170815,20171232,20176659,20178347,20183804,20184027
ENST00000306704.10	502	4346	3844	82019205,82019293,82019858,82022826	82019219,82019381,82019909,82022861
ENST00000306708.11	7094	14792	7698	7895604,7898661	7895741,7900913
ENST00000306721.8	92	14135	14043	173354964,173358712,173359255,173363226,173363818,173364795,173365452,173366283,173367150,173367634	173354984,173358837,173359491,173363462,173363895,173364989,173365592,173366432,173367286,173367664
ENST00000306729.11	97	41699	41602	81977647,81979184,81983554,81985507,81994821,81995992,81996420,82009037,82009486,82010802,82011543,82012231,82015075,82016476,82016800,82016941,82017309	81977748,81979239,81983668,81985607,81994878,81996065,81996846,82009191,82009567,82010868,82011605,82012283,82015356,82016527,82016869,82017113,82017322
ENST00000306730.8	386	173902	173516	33866613,33867495,33870935,33875925,34003032,34038780	33866728,33867855,33871030,33875995,34003209,34039046
ENST00000306735.10	62	12746	12684	80034496,80036668,80037330,80038505,80042135,80044212,80045774	80034653,80036710,80037506,80038617,80042219,80044285,80046155
ENST00000306739.9	18	41339	41321	81977647,81979184,81983554,81985507,81994821,81995992,81996420,82009037,82009486,82010802,82011543,82012231,82016476,82016800,82016941,82017309	81977748,81979239,81983668,81985607,81994878,81996065,81996846,82009191,82009567,82010868,82011605,82012283,82016527,82016869,82017113,82017322
ENST00000306749.4	805	25601	24796	82079143,82079357,82080140,82080370,82080692,82081164,82081601,82082009,82082323,82082527,82082914,82083202,82083517,82083772,82083975,82084234,82084513,82084799,82085035,82085238,82085482,82086254,82087050,82087325,82087685,82087954,82088116,82088390,82088761,82088969,82089250,82089632,82090375,82090882,82091222,82092455,82092697,82092897,82093219,82093598,82095320,82096319	82079280,82079608,82080238,82080590,82080922,82081352,82081843,82082160,82082414,82082678,82083115,82083425,82083639,82083891,82084153,82084384,82084716,82084953,82085156,82085402,82085871,82086558,82087253,82087504,82087861,82088034,82088307,82088562,82088876,82089172,82089384,82089726,82090564,82091069,82091684,82092589,82092812,82093019,82093419,82093771,82095472,82096445
ENST00000306750.3	152	5281	5129	35694724,35696377,35697684,35698481,35699192	35694885,35696460,35697800,35698590,35699288
ENST00000306764.11	2403	236966	234563	46223141,46246748,46248723,46456752	46223301,46246919,46248896,46456976
ENST00000306773.5	3979	10906	6927	80470813,80471732,80473200,80475511,80476003	80471034,80471911,80473444,80475718,80476446
ENST00000306793.4	90976	96328	5352	21782994,21788120	21783142,21788159
ENST00000306796.10	609	8962	8353	82058115,82058341,82058781,82059948,82060701,82060865,82061209,82061618,82061901,82062861,82063468,82064126,82064823	82058254,82058416,82058818,82060093,82060783,82060961,82061353,82061721,82061983,82062973,82063518,82064234,82065059
ENST00000306799.7	2690	268421	265731	140868261,140911144,140925977,140947654,140949301,140967749,141132325	140868379,140911354,140926073,140947736,140949372,140967873,141132808
ENST00000306801.8	792	423466	422674	80545630,80625691,80643728,80707841,80730560,80754010,80791450,80822201,80823079,80837922,80846473,80855464,80857790,80880415,80883419,80883781,80885008,80891720,80892729,80893707,80908811,80922724,80923490,80925370,80940496,80945667,80947227,80949443,80957624,80960078,80961394,80962461,80962928,80964262	80545791,80625793,80643810,80707999,80730706,80754185,80791509,80822301,80823223,80837997,80846574,80855547,80857900,80880489,80883484,80883972,80885148,80891837,80892869,80893865,80908929,80922827,80923673,80925480,80940601,80945781,80947351,80949547,80957730,80960205,80961480,80962577,80963057,80964330
ENST00000306802.8	0	41904	41904	122324464,122325230,122325855,122328104,122331326,122333629,122334344,122336192,122336881,122339207,122343410,122344382,122346623,122347522,122348567,122349158,122349450,122349857,122352904,122353814,122355796,122356621,122359557,122362031	122324536,122325320,122325917,122328357,122331541,122333809,122334440,122336353,122337020,122339408,122343610,122344561,122346760,122347779,122348717,122349315,122349642,122350074,122353155,122354017,122355990,122356755,122359722,122362247
ENST00000306821.3	4502	532834	528332	71407446,71592817,71611026,71698008,71776172,71935079	71407570,71592968,71611146,71698139,71776297,71935103
ENST00000306823.10	23	6681	6658	82051932,82053274,82053868,82054498,82054898,82055162,82055740,82056001,82056286,82056470,82056629,82056840,82057053	82051964,82053366,82054049,82054810,82054975,82055222,82055825,82056095,82056391,82056550,82056766,82056974,82057127
ENST00000306842.3	0	1864	1864	124542722	124543654
ENST00000306846.8	1109	32008	30899	43527376,43529786,43533738,43534853,43535534,43536819,43538924,43543004,43547728,43555830,43556582	43527469,43529879,43533792,43534970,43535640,43536944,43539035,43543116,43547913,43555999,43556846
ENST00000306851.10	3368	63320	59952	31625614,31626283,31626999,31630959,31638644,31645355,31657976,31666256,31684312	31625761,31626384,31627121,31631146,31638760,31645479,31658089,31666372,31684426
ENST00000306858.8	23476	98268	74792	54870247,54926371,54927508,54939706	54870690,54926535,54927632,54942007
ENST00000306862.7	206	24535	24329	43486915,43487909,43490631,43492215,43492720,43493543,43494510,43502372,43503665,43505748,43508577,43509145	43487111,43487949,43490729,43492309,43492890,43493612,43494601,43502495,43503760,43506394,43508666,43509339
ENST00000306869.7	102	2551	2449	82035960,82036191,82036384,82036544,82036721,82036859,82037450,82037631	82036063,82036308,82036448,82036643,82036763,82037013,82037547,82037682
ENST00000306875.10	4411	14958	10547	69330839,69332714,69334521,69336505,69339176	69331095,69332882,69335348,69336712,69339552
ENST00000306882.4	375	4122	3747	24045604,24046097	24045676,24047688
ENST00000306888.6	1606	100553	98947	53460907,53461435,53476753,53478565,53481720,53496023,53498641,53507317,53507986,53557874	53461042,53461593,53476981,53478742,53481854,53496394,53498843,53507469,53508227,53557965
ENST00000306897.9	84	2724	2640	82031762,82032387,82032711,82032947,82033440,82033699	82031796,82032458,82032828,82033009,82033599,82033829
ENST00000306901.9	80	139442	139362	32030595,32030898,32101303,32111790,32153907,32157608,32158412,32159569,32163226,32167940	32030649,32031037,32101347,32111899,32153986,32157775,32158606,32159655,32163335,32168458
ENST00000306904.7	123	2479	2356	7089121	7090299
ENST00000306908.10	118	19025	18907	2901046,2915522,2916078,2916924	2901048,2915648,2916249,2918289
ENST00000306910.9	499	10397	9898	58409148,58409941,58415524,58416811	58409165,58410091,58415646,58417784
ENST00000306917.5	673	15379	14706	68278418,68289607	68278665,68291242
ENST00000306928.6	301	13180	12879	11658479,11660043,11661967,11669506	11658722,11660133,11662240,11670129
ENST00000306932.10	143	83301	83158	53377839,53379225,53382278,53383773,53389809,53390521,53391009,53399730,53425872,53428027,53442653,53444048,53452920,53458653,53459302	53377923,53379264,53382335,53383876,53389873,53390628,53391139,53399839,53425965,53428183,53442707,53444103,53453133,53458790,53459449
ENST00000306938.8	514	55356	54842	43122054,43123209,43139165,43161249,43161709,43173318,43174447	43122177,43123310,43139309,43161606,43161931,43173448,43175133
ENST00000306954.5	794	4444	3650	93203688,93206830	93203782,93207037
ENST00000306960.4	1039	3803	2764	62909718	62911100
ENST00000306984.8	7032	9078	2046	40133059,40134229	40133259,40134567
